0 0.000000E+00 1.547638E+00 1.111110E-01 2.222220E-01 1.000000E+00 4.000000E+00 -3.000000E+00 7.777784E-01
0 2.021126E+02 1.563115E+00 1.111110E-01 2.222220E-01 1.000000E+00 4.000000E+00 -3.000000E+00 7.777784E-01
1000 1.228196E+03 1.906286E+00 1.111110E-01 4.444441E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
1250 1.228229E+03 1.906286E+00 1.111110E-01 4.444441E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
1500 1.228253E+03 1.903121E+00 1.111110E-01 4.877776E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
1750 1.228275E+03 1.898087E+00 1.111110E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
2000 1.228296E+03 1.898087E+00 1.111110E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
2250 1.228307E+03 1.898087E+00 1.111110E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
2500 1.228310E+03 1.897185E+00 1.111110E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
2750 1.228310E+03 1.898087E+00 1.111110E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
3000 1.228310E+03 1.899101E+00 1.111110E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
3250 1.228310E+03 1.899103E+00 1.111110E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
3500 1.228310E+03 1.932862E+00 2.222220E-01 5.544451E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
3750 1.228311E+03 1.962296E+00 3.366668E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
4000 1.228311E+03 1.961463E+00 3.333335E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
4250 1.228311E+03 1.960996E+00 3.333335E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
4500 1.228311E+03 1.962308E+00 3.333335E-01 5.566673E-01 1.000000E-02 2.000000E+00 -1.990000E+00 4.433330E-01
4750 1.228311E+03 1.960996E+00 3.333335E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
5000 1.228311E+03 1.960980E+00 3.333335E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
5250 1.228311E+03 1.960996E+00 3.333335E-01 5.555562E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
