     0 0.000000E+00  1.000   100     1  0.005000  1.00000  0.0000000  0.00000  0.00100
     0 1.875324E+02  1.000   100     1  0.005007  1.00000  0.0000000  0.00000  0.00100
  1000 4.942166E+03  1.000   100     1 19.196001  1.00000  0.0000000  0.00000  0.00100
  1250 4.952507E+03  1.000   100     1 35.509383  1.00000  0.0000000  0.00000  0.00100
  1500 4.958964E+03  1.000   100     3 41.494845  0.60000  0.0000000  0.00000  0.00100
  1750 4.964501E+03  1.000   100     4 47.894775  0.60000  0.0000000  0.00000  0.00100
  2000 4.969312E+03  1.000   100     1 52.830693  1.00000  0.0000000  0.00000  0.00100
  2250 4.974092E+03  1.000   100     2 52.177773  0.90000  0.0000000  0.00000  0.00100
  2500 4.978859E+03  1.000   100     4 57.101898  0.92000  0.0000000  0.00000  0.00100
  2750 4.983141E+03  1.000   100     1 59.140110  1.00000  0.0000000  0.00000  0.00100
  3000 4.987355E+03  1.000   100     2 56.433613  0.83000  0.0000000  0.00000  0.00100
  3250 4.991599E+03  1.000   100     2 56.247574  0.96000  0.0000000  0.00000  0.00100
  3500 4.995886E+03  1.000   100     2 57.243801  0.96000  0.0000000  0.00000  0.00100
  3750 5.000190E+03  1.000   100     1 58.878314  1.00000  0.0000000  0.00000  0.00100
  4000 5.004401E+03  1.000   100     2 60.667155  0.97000  0.0000000  0.00000  0.00100
  4250 5.008363E+03  1.000   100     2 63.901698  0.99000  0.0000000  0.00000  0.00100
  4500 5.012320E+03  1.000   100     1 64.039117  1.00000  0.0000000  0.00000  0.00100
  4750 5.016330E+03  1.000   100     1 62.591542  1.00000  0.0000000  0.00000  0.00100
  5000 5.020268E+03  1.000   100     1 60.538818  1.00000  0.0000000  0.00000  0.00100
  5250 5.024239E+03  1.000   100     2 63.236116  0.77000  0.0000000  0.00000  0.00100
  5500 5.028178E+03  1.000   100     2 65.135865  0.92000  0.0000000  0.00000  0.00100
  5750 5.032082E+03  1.000   100     1 64.281448  1.00000  0.0000000  0.00000  0.00100
  6000 5.035994E+03  1.000   100     2 63.822227  0.99000  0.0000000  0.00000  0.00100
  6250 5.039914E+03  1.000   100     1 64.351795  1.00000  0.0000000  0.00000  0.00100
  6500 5.043782E+03  1.000   100     2 63.459426  0.99000  0.0000000  0.00000  0.00100
  6750 5.047666E+03  1.000   100     3 63.756262  0.36000  0.0000000  0.00000  0.00100
  7000 5.051698E+03  1.000   100     1 61.594744  1.00000  0.0000000  0.00000  0.00100
  7250 5.055711E+03  1.000   100     1 62.926911  1.00000  0.0000000  0.00000  0.00100
  7500 5.059737E+03  1.000   100     1 62.024161  1.00000  0.0000000  0.00000  0.00100
  7750 5.063805E+03  1.000   100     2 62.336454  0.91000  0.0000000  0.00000  0.00100
  8000 5.067928E+03  1.000   100     2 61.466139  0.80000  0.0000000  0.00000  0.00100
  8250 5.071993E+03  1.000   100     1 63.208514  1.00000  0.0000000  0.00000  0.00100
  8500 5.075825E+03  1.000   100     4 65.112817  0.85000  0.0000000  0.00000  0.00100
  8750 5.079601E+03  1.000   100     2 66.781395  0.99000  0.0000000  0.00000  0.00100
  9000 5.083426E+03  1.000   100     1 65.761888  1.00000  0.0000000  0.00000  0.00100
  9250 5.087249E+03  1.000   100     2 65.151204  0.98000  0.0000000  0.00000  0.00100
  9500 5.091098E+03  1.000   100     2 66.992127  0.59000  0.0000000  0.00000  0.00100
  9750 5.094813E+03  1.000   100     2 67.629551  0.99000  0.0000000  0.00000  0.00100
 10000 5.098517E+03  1.000   100     1 67.715619  1.00000  0.0000000  0.00000  0.00100
 10500 5.105975E+03  1.000   100     1 74.113290  1.00000  0.0000000  0.00000  0.00100
 11000 5.112830E+03  1.000   100     1 72.534619  1.00000  0.0000000  0.00000  0.00100
 11500 5.119773E+03  1.000   100     3 71.948668  0.82000  0.0000000  0.00000  0.00100
 12000 5.126691E+03  1.000   100     2 69.735710  0.98000  0.0000000  0.00000  0.00100
 12500 5.133598E+03  1.000   100     1 72.157388  1.00000  0.0000000  0.00000  0.00100
 13000 5.140507E+03  1.000   100     2 67.987034  0.93000  0.0000000  0.00000  0.00100
 13500 5.147378E+03  1.000   100     2 72.316598  0.69000  0.0000000  0.00000  0.00100
 14000 5.153970E+03  1.000   100     1 75.563803  1.00000  0.0000000  0.00000  0.00100
 14500 5.160570E+03  1.000   100     3 75.918666  0.98000  0.0000000  0.00000  0.00100
 15000 5.167181E+03  1.000   100     1 76.283930  1.00000  0.0000000  0.00000  0.00100
 15500 5.173747E+03  1.000   100     2 73.824447  0.74000  0.0000000  0.00000  0.00100
 16000 5.180328E+03  1.000   100     1 76.327419  1.00000  0.0000000  0.00000  0.00100
 16500 5.186985E+03  1.000   100     1 75.919937  1.00000  0.0000000  0.00000  0.00100
 17000 5.193549E+03  1.000   100     2 77.142647  0.69000  0.0000000  0.00000  0.00100
 17500 5.200042E+03  1.000   100     1 77.183217  1.00000  0.0000000  0.00000  0.00100
 18000 5.206575E+03  1.000   100     2 77.265160  0.96000  0.0000000  0.00000  0.00100
 18500 5.213069E+03  1.000   100     2 77.145357  0.99000  0.0000000  0.00000  0.00100
