0 0.000000E+00 6.217574E-06 7.459666E-06 4.056718E+03 0.000000E+00
0 1.846178E+02 6.217574E-06 7.459666E-06 4.056718E+03 0.000000E+00
50 7.993729E+03 6.217574E-06 8.956029E-06 4.056718E+03 0.000000E+00
100 8.499670E+03 3.272816E-04 6.359030E-04 7.706814E+01 0.000000E+00
150 8.518640E+03 2.959222E-04 9.716528E-04 5.226381E+01 0.000000E+00
200 8.532786E+03 2.942717E-04 9.847275E-04 5.095832E+01 0.000000E+00
250 8.546691E+03 2.908331E-04 9.714320E-04 5.158595E+01 0.000000E+00
300 8.560231E+03 2.942717E-04 9.595754E-04 5.095832E+01 0.000000E+00
350 8.571961E+03 2.516342E-04 1.982698E-03 2.989028E+01 0.000000E+00
400 8.578692E+03 2.516342E-04 1.969299E-03 2.989028E+01 0.000000E+00
450 8.583082E+03 2.236274E-04 3.239919E-03 1.809307E+01 0.000000E+00
500 8.586992E+03 2.224572E-04 3.207891E-03 1.820624E+01 0.000000E+00
550 8.590073E+03 4.950117E-04 4.940365E-03 8.218426E+00 0.000000E+00
600 8.592704E+03 5.050499E-04 5.017323E-03 8.019916E+00 0.000000E+00
650 8.595376E+03 4.944238E-04 4.918828E-03 8.183736E+00 0.000000E+00
700 8.597768E+03 8.914510E-04 7.022260E-03 4.622766E+00 0.000000E+00
750 8.599678E+03 9.676494E-04 6.874653E-03 4.181381E+00 0.000000E+00
800 8.601491E+03 1.147580E-03 7.507383E-03 3.584748E+00 0.000000E+00
850 8.603017E+03 1.174821E-03 8.287560E-03 3.444024E+00 0.000000E+00
900 8.604530E+03 1.174821E-03 8.322536E-03 3.444024E+00 0.000000E+00
950 8.606078E+03 1.174821E-03 8.244228E-03 3.444024E+00 0.000000E+00
1000 8.607608E+03 1.174821E-03 8.318681E-03 3.444024E+00 0.000000E+00
1050 8.609100E+03 1.168108E-03 8.389920E-03 3.471571E+00 0.000000E+00
1100 8.610641E+03 1.174821E-03 8.145038E-03 3.444024E+00 0.000000E+00
1150 8.612168E+03 1.174821E-03 8.174443E-03 3.444024E+00 0.000000E+00
1200 8.613684E+03 1.174821E-03 8.144177E-03 3.444024E+00 0.000000E+00
1250 8.615231E+03 1.174821E-03 8.242272E-03 3.444024E+00 0.000000E+00
1300 8.616786E+03 9.802816E-04 9.233228E-03 2.877029E+00 0.000000E+00
1350 8.617789E+03 2.826234E-04 1.293239E-02 8.881888E-01 0.000000E+00
1400 8.618763E+03 2.841362E-04 1.293248E-02 8.843086E-01 0.000000E+00
1450 8.619731E+03 2.876654E-04 1.267386E-02 8.726771E-01 0.000000E+00
1500 8.620713E+03 2.879364E-04 1.277904E-02 8.683390E-01 0.000000E+00
1550 8.621706E+03 2.891159E-04 1.302291E-02 8.682148E-01 0.000000E+00
1600 8.622694E+03 2.891159E-04 1.338430E-02 8.682148E-01 0.000000E+00
1650 8.623665E+03 2.891159E-04 1.313541E-02 8.682148E-01 0.000000E+00
1700 8.624628E+03 2.944873E-04 1.328000E-02 8.596087E-01 0.000000E+00
1750 8.625631E+03 2.883149E-04 1.301948E-02 8.707187E-01 0.000000E+00
1800 8.626655E+03 2.891159E-04 1.321428E-02 8.682148E-01 0.000000E+00
1850 8.627658E+03 2.891159E-04 1.329200E-02 8.682148E-01 0.000000E+00
1900 8.628666E+03 2.281964E-04 1.314713E-02 9.655620E-01 0.000000E+00
1950 8.629681E+03 1.320073E-04 1.254917E-02 1.119268E+00 0.000000E+00
