0 0.000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
0 2.021126E+02 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
1000 1.228196E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
1250 1.228229E+03 9.3940346771E-03 9.3940346771E-03 9.3940346771E-03
1500 1.228253E+03 2.4768447567E-02 2.4768447567E-02 2.4768447567E-02
1750 1.228275E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
2000 1.228296E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
2250 1.228307E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
2500 1.228310E+03 1.5655891404E-02 1.5655891404E-02 1.5655891404E-02
2750 1.228310E+03 7.3524168934E-03 1.6746451570E-02 1.2049434232E-02
3000 1.228310E+03 0.0000000000E+00 8.4062047330E-03 4.2031023665E-03
3250 1.228310E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
3500 1.228310E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
3750 1.228311E+03 4.9904496851E-03 4.9904496851E-03 4.9904496851E-03
4000 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
4250 1.228311E+03 0.0000000000E+00 2.4926356475E-02 1.2463178237E-02
4500 1.228311E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
4750 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
5000 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
5250 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
5500 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
5750 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
6000 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
6250 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
6500 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
6750 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
7000 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
7250 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
7500 1.228311E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
7750 1.228311E+03 2.0741305859E-03 0.0000000000E+00 1.0370652930E-03
8000 1.228312E+03 5.7052081644E-03 5.7052081644E-03 5.7052081644E-03
8250 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
8500 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
8750 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
9000 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
9250 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
9500 1.228312E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
9750 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
10000 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
10500 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
11000 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
11500 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
12000 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
12500 1.228312E+03 0.0000000000E+00 6.2201545415E-03 3.1100772708E-03
13000 1.228312E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
13500 1.228313E+03 4.1482611718E-03 2.0741305859E-03 3.1111958789E-03
14000 1.228313E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
14500 1.228313E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
15000 1.228313E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
15500 1.228313E+03 1.7459017811E-02 0.0000000000E+00 8.7295089055E-03
16000 1.228313E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
16500 1.228313E+03 0.0000000000E+00 4.9904496851E-03 2.4952248425E-03
17000 1.228313E+03 0.0000000000E+00 1.6884675070E-02 8.4423375350E-03
17500 1.228313E+03 2.0741305859E-03 2.0741305859E-03 2.0741305859E-03
18000 1.228313E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
18500 1.228313E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
19000 1.228314E+03 2.0741305859E-03 0.0000000000E+00 1.0370652930E-03
19500 1.228314E+03 3.6310775785E-03 3.6310775785E-03 3.6310775785E-03
20000 1.228314E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
20500 1.228314E+03 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
