     0 0.000000E+00  1.000   100     1  0.005000  1.00000  0.0000000  0.00000  0.00100
     0 2.789076E+01  1.000   100     1  0.128668  1.00000  0.0000000  0.00000  0.00100
  1000 7.222623E+02  1.000   100     4  1.729524  0.97000  0.0000000  0.00000  0.00100
  1250 7.545360E+02  1.000   100     1 12.269146  1.00000  0.0000000  0.00000  0.00100
  1500 7.747438E+02  1.000   100     1 12.244364  1.00000  0.0000000  0.00000  0.00100
  1750 7.898059E+02  1.000   100     2 119.743652  0.59000  0.0000000  0.00000  0.00100
  2000 7.914013E+02  1.000   100     2 184.911236  0.99000  0.0000000  0.00000  0.00100
  2250 7.927440E+02  1.000   100     2 187.002239  0.99000  0.0000000  0.00000  0.00100
  2500 7.940627E+02  1.000   100     1 190.939997  1.00000  0.0000000  0.00000  0.00100
  2750 7.953725E+02  1.000   100     1 186.280448  1.00000  0.0000000  0.00000  0.00100
  3000 7.966991E+02  1.000   100     2 189.960981  0.99000  0.0000000  0.00000  0.00100
  3250 7.980064E+02  1.000   100     2 187.589074  0.99000  0.0000000  0.00000  0.00100
  3500 7.987179E+02  1.000   100     1 417.806617  1.00000  0.0000000  0.00000  0.00100
  3750 7.993186E+02  1.000   100     1 415.287979  1.00000  0.0000000  0.00000  0.00100
  4000 7.999359E+02  1.000   100     1 414.074455  1.00000  0.0000000  0.00000  0.00100
  4250 8.005451E+02  1.000   100     1 400.803292  1.00000  0.0000000  0.00000  0.00100
  4500 8.011604E+02  1.000   100     1 410.914635  1.00000  0.0000000  0.00000  0.00100
  4750 8.017772E+02  1.000   100     1 410.878613  1.00000  0.0000000  0.00000  0.00100
  5000 8.023924E+02  1.000   100     1 405.003625  1.00000  0.0000000  0.00000  0.00100
  5250 8.030070E+02  1.000   100     1 403.939308  1.00000  0.0000000  0.00000  0.00100
  5500 8.036199E+02  1.000   100     1 413.051548  1.00000  0.0000000  0.00000  0.00100
  5750 8.042335E+02  1.000   100     1 413.868106  1.00000  0.0000000  0.00000  0.00100
  6000 8.048479E+02  1.000   100     1 398.885799  1.00000  0.0000000  0.00000  0.00100
  6250 8.054543E+02  1.000   100     1 419.444321  1.00000  0.0000000  0.00000  0.00100
  6500 8.060640E+02  1.000   100     1 411.360175  1.00000  0.0000000  0.00000  0.00100
  6750 8.066692E+02  1.000   100     1 418.647053  1.00000  0.0000000  0.00000  0.00100
  7000 8.072685E+02  1.000   100     1 423.535721  1.00000  0.0000000  0.00000  0.00100
  7250 8.078702E+02  1.000   100     1 406.310571  1.00000  0.0000000  0.00000  0.00100
  7500 8.084741E+02  1.000   100     1 418.228436  1.00000  0.0000000  0.00000  0.00100
  7750 8.090757E+02  1.000   100     2 414.427802  0.99000  0.0000000  0.00000  0.00100
  8000 8.096716E+02  1.000   100     1 417.758632  1.00000  0.0000000  0.00000  0.00100
  8250 8.102725E+02  1.000   100     1 412.932845  1.00000  0.0000000  0.00000  0.00100
  8500 8.108637E+02  1.000   100     1 423.290817  1.00000  0.0000000  0.00000  0.00100
  8750 8.114733E+02  1.000   100     2 409.374230  0.99000  0.0000000  0.00000  0.00100
  9000 8.120654E+02  1.000   100     1 419.717335  1.00000  0.0000000  0.00000  0.00100
  9250 8.126683E+02  1.000   100     1 413.342730  1.00000  0.0000000  0.00000  0.00100
