     0 0.000000E+00  1.00000  0.00000
     0 2.423881E+02  1.00000  0.00000
  1000 7.006266E+03  1.00000  0.00000
  1250 7.006752E+03  1.00000  0.00000
  1500 7.006934E+03  1.00000  0.00000
  1750 7.007064E+03  1.00000  0.00000
  2000 7.007164E+03  1.00000  0.00000
  2250 7.007265E+03  1.00000  0.00000
  2500 7.007360E+03  1.00000  0.00000
  2750 7.007431E+03  1.00000  0.00000
  3000 7.007501E+03  1.00000  0.00000
  3250 7.007570E+03  1.00000  0.00000
  3500 7.007632E+03  1.00000  0.00000
  3750 7.007690E+03  1.00000  0.00000
  4000 7.007743E+03  1.00000  0.00000
  4250 7.007793E+03  1.00000  0.00000
  4500 7.007837E+03  1.00000  0.00000
  4750 7.007881E+03  1.00000  0.00000
  5000 7.007923E+03  1.00000  0.00000
  5250 7.007966E+03  1.00000  0.00000
  5500 7.008008E+03  1.00000  0.00000
  5750 7.008050E+03  1.00000  0.00000
  6000 7.008094E+03  1.00000  0.00000
  6250 7.008137E+03  1.00000  0.00000
  6500 7.008175E+03  1.00000  0.00000
  6750 7.008210E+03  1.00000  0.00000
  7000 7.008246E+03  1.00000  0.00000
  7250 7.008281E+03  1.00000  0.00000
  7500 7.008317E+03  1.00000  0.00000
  7750 7.008351E+03  1.00000  0.00000
  8000 7.008381E+03  1.00000  0.00000
  8250 7.008412E+03  1.00000  0.00000
  8500 7.008443E+03  1.00000  0.00000
  8750 7.008474E+03  1.00000  0.00000
  9000 7.008505E+03  1.00000  0.00000
  9250 7.008536E+03  1.00000  0.00000
  9500 7.008567E+03  1.00000  0.00000
  9750 7.008597E+03  1.00000  0.00000
 10000 7.008627E+03  1.00000  0.00000
 10500 7.008688E+03  1.00000  0.00000
 11000 7.008750E+03  1.00000  0.00000
 11500 7.008811E+03  1.00000  0.00000
 12000 7.008872E+03  1.00000  0.00000
 12500 7.008932E+03  1.00000  0.00000
 13000 7.008992E+03  1.00000  0.00000
 13500 7.009052E+03  1.00000  0.00000
 14000 7.009113E+03  1.00000  0.00000
 14500 7.009174E+03  1.00000  0.00000
 15000 7.009234E+03  1.00000  0.00000
 15500 7.009294E+03  1.00000  0.00000
 16000 7.009354E+03  1.00000  0.00000
 16500 7.009413E+03  1.00000  0.00000
 17000 7.009471E+03  1.00000  0.00000
 17500 7.009528E+03  1.00000  0.00000
 18000 7.009587E+03  1.00000  0.00000
 18500 7.009645E+03  1.00000  0.00000
 19000 7.009704E+03  1.00000  0.00000
 19500 7.009762E+03  1.00000  0.00000
 20000 7.009821E+03  1.00000  0.00000
 20500 7.009879E+03  1.00000  0.00000
 21000 7.009938E+03  1.00000  0.00000
 21500 7.009996E+03  1.00000  0.00000
 22000 7.010054E+03  1.00000  0.00000
 22500 7.010112E+03  1.00000  0.00000
 23000 7.010170E+03  1.00000  0.00000
 23500 7.010228E+03  1.00000  0.00000
 24000 7.010287E+03  1.00000  0.00000
 24500 7.010345E+03  1.00000  0.00000
 25000 7.010403E+03  1.00000  0.00000
 25500 7.010461E+03  1.00000  0.00000
 26000 7.010519E+03  1.00000  0.00000
 26500 7.010577E+03  1.00000  0.00000
 27000 7.010635E+03  1.00000  0.00000
 27500 7.010693E+03  1.00000  0.00000
 28000 7.010751E+03  1.00000  0.00000
 28500 7.010808E+03  1.00000  0.00000
 29000 7.010867E+03  1.00000  0.00000
 29500 7.010926E+03  1.00000  0.00000
 30000 7.010985E+03  1.00000  0.00000
 30500 7.011044E+03  1.00000  0.00000
 31000 7.011103E+03  1.00000  0.00000
 31500 7.011161E+03  1.00000  0.00000
 32000 7.011221E+03  1.00000  0.00000
 32500 7.011278E+03  1.00000  0.00000
 33000 7.011337E+03  1.00000  0.00000
 33500 7.011396E+03  1.00000  0.00000
 34000 7.011454E+03  1.00000  0.00000
 34500 7.011513E+03  1.00000  0.00000
 35000 7.011572E+03  1.00000  0.00000
 35500 7.011631E+03  1.00000  0.00000
 36000 7.011689E+03  1.00000  0.00000
 36500 7.011747E+03  1.00000  0.00000
 37000 7.011802E+03  1.00000  0.00000
 37500 7.011858E+03  1.00000  0.00000
 38000 7.011914E+03  1.00000  0.00000
 38500 7.011970E+03  1.00000  0.00000
 39000 7.012026E+03  1.00000  0.00000
 39500 7.012083E+03  1.00000  0.00000
 40000 7.012138E+03  1.00000  0.00000
 40500 7.012194E+03  1.00000  0.00000
 41000 7.012250E+03  1.00000  0.00000
 41500 7.012305E+03  1.00000  0.00000
 42000 7.012361E+03  1.00000  0.00000
 42500 7.012416E+03  1.00000  0.00000
 43000 7.012471E+03  1.00000  0.00000
 43500 7.012527E+03  1.00000  0.00000
 44000 7.012582E+03  1.00000  0.00000
 44500 7.012638E+03  1.00000  0.00000
 45000 7.012692E+03  1.00000  0.00000
 45500 7.012744E+03  1.00000  0.00000
 46000 7.012796E+03  1.00000  0.00000
 46500 7.012848E+03  1.00000  0.00000
 47000 7.012901E+03  1.00000  0.00000
 47500 7.012953E+03  1.00000  0.00000
 48000 7.013006E+03  1.00000  0.00000
 48500 7.013060E+03  1.00000  0.00000
 49000 7.013113E+03  1.00000  0.00000
 49500 7.013166E+03  1.00000  0.00000
 50000 7.013218E+03  1.00000  0.00000
 50500 7.013272E+03  1.00000  0.00000
 51000 7.013325E+03  1.00000  0.00000
 51500 7.013378E+03  1.00000  0.00000
 52000 7.013431E+03  1.00000  0.00000
 52500 7.013484E+03  1.00000  0.00000
 53000 7.013537E+03  1.00000  0.00000
 53500 7.013590E+03  1.00000  0.00000
 54000 7.013643E+03  1.00000  0.00000
 54500 7.013696E+03  1.00000  0.00000
 55000 7.013749E+03  1.00000  0.00000
 55500 7.013803E+03  1.00000  0.00000
 56000 7.013856E+03  1.00000  0.00000
 56500 7.013907E+03  1.00000  0.00000
 57000 7.013959E+03  1.00000  0.00000
 57500 7.014010E+03  1.00000  0.00000
 58000 7.014058E+03  1.00000  0.00000
 58500 7.014105E+03  1.00000  0.00000
 59000 7.014152E+03  1.00000  0.00000
 59500 7.014200E+03  1.00000  0.00000
 60000 7.014247E+03  1.00000  0.00000
 60500 7.014293E+03  1.00000  0.00000
 61000 7.014340E+03  1.00000  0.00000
 61500 7.014385E+03  1.00000  0.00000
 62000 7.014431E+03  1.00000  0.00000
 62500 7.014477E+03  1.00000  0.00000
 63000 7.014523E+03  1.00000  0.00000
 63500 7.014569E+03  1.00000  0.00000
 64000 7.014614E+03  1.00000  0.00000
 64500 7.014660E+03  1.00000  0.00000
 65000 7.014705E+03  1.00000  0.00000
 65500 7.014750E+03  1.00000  0.00000
 66000 7.014796E+03  1.00000  0.00000
 66500 7.014841E+03  1.00000  0.00000
 67000 7.014886E+03  1.00000  0.00000
 67500 7.014932E+03  1.00000  0.00000
 68000 7.014978E+03  1.00000  0.00000
 68500 7.015024E+03  1.00000  0.00000
 69000 7.015071E+03  1.00000  0.00000
 69500 7.015117E+03  1.00000  0.00000
 70000 7.015163E+03  1.00000  0.00000
 70500 7.015209E+03  1.00000  0.00000
 71000 7.015256E+03  1.00000  0.00000
 71500 7.015302E+03  1.00000  0.00000
 72000 7.015349E+03  1.00000  0.00000
 72500 7.015395E+03  1.00000  0.00000
 73000 7.015443E+03  1.00000  0.00000
 73500 7.015490E+03  1.00000  0.00000
 74000 7.015536E+03  1.00000  0.00000
 74500 7.015582E+03  1.00000  0.00000
 75000 7.015629E+03  1.00000  0.00000
 75500 7.015676E+03  1.00000  0.00000
 76000 7.015723E+03  1.00000  0.00000
 76500 7.015770E+03  1.00000  0.00000
 77000 7.015817E+03  1.00000  0.00000
 77500 7.015864E+03  1.00000  0.00000
 78000 7.015911E+03  1.00000  0.00000
 78500 7.015958E+03  1.00000  0.00000
 79000 7.016005E+03  1.00000  0.00000
 79500 7.016052E+03  1.00000  0.00000
 80000 7.016100E+03  1.00000  0.00000
 80500 7.016146E+03  1.00000  0.00000
 81000 7.016193E+03  1.00000  0.00000
 81500 7.016240E+03  1.00000  0.00000
 82000 7.016288E+03  1.00000  0.00000
 82500 7.016335E+03  1.00000  0.00000
 83000 7.016381E+03  1.00000  0.00000
 83500 7.016428E+03  1.00000  0.00000
 84000 7.016474E+03  1.00000  0.00000
 84500 7.016522E+03  1.00000  0.00000
 85000 7.016569E+03  1.00000  0.00000
 85500 7.016616E+03  1.00000  0.00000
 86000 7.016662E+03  1.00000  0.00000
 86500 7.016709E+03  1.00000  0.00000
 87000 7.016755E+03  1.00000  0.00000
 87500 7.016801E+03  1.00000  0.00000
 88000 7.016848E+03  1.00000  0.00000
 88500 7.016895E+03  1.00000  0.00000
 89000 7.016943E+03  1.00000  0.00000
 89500 7.016992E+03  1.00000  0.00000
 90000 7.017040E+03  1.00000  0.00000
 90500 7.017088E+03  1.00000  0.00000
 91000 7.017137E+03  1.00000  0.00000
 91500 7.017184E+03  1.00000  0.00000
 92000 7.017231E+03  1.00000  0.00000
 92500 7.017278E+03  1.00000  0.00000
 93000 7.017324E+03  1.00000  0.00000
 93500 7.017371E+03  1.00000  0.00000
 94000 7.017417E+03  1.00000  0.00000
 94500 7.017464E+03  1.00000  0.00000
 95000 7.017510E+03  1.00000  0.00000
 95500 7.017556E+03  1.00000  0.00000
 96000 7.017602E+03  1.00000  0.00000
 96500 7.017649E+03  1.00000  0.00000
 97000 7.017695E+03  1.00000  0.00000
 97500 7.017742E+03  1.00000  0.00000
 98000 7.017788E+03  1.00000  0.00000
 98500 7.017834E+03  1.00000  0.00000
 99000 7.017880E+03  1.00000  0.00000
 99500 7.017927E+03  1.00000  0.00000
100000 7.017973E+03  1.00000  0.00000
100500 7.018020E+03  1.00000  0.00000
101000 7.018067E+03  1.00000  0.00000
101500 7.018113E+03  1.00000  0.00000
