0 0.000000E+00 1.916890E+00 3.333335E-01 4.444441E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
0 2.423881E+02 1.936059E+00 3.333335E-01 4.444441E-01 0.000000E+00 2.000000E+00 -2.000000E+00 4.444441E-01
1000 7.006266E+03 2.144496E+00 4.444441E-01 5.555562E-01 2.000000E+00 2.000000E+00 0.000000E+00 2.222220E-01
1250 7.006752E+03 2.136837E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
1500 7.006934E+03 2.136833E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
1750 7.007064E+03 2.173542E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
2000 7.007164E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
2250 7.007265E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
2500 7.007360E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
2750 7.007431E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
3000 7.007501E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
3250 7.007570E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
3500 7.007632E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
3750 7.007690E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
4000 7.007743E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
4250 7.007793E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
4500 7.007837E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
4750 7.007881E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
5000 7.007923E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
5250 7.007966E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
5500 7.008008E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
5750 7.008050E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
6000 7.008094E+03 2.193724E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
6250 7.008137E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
6500 7.008175E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
6750 7.008210E+03 2.173546E+00 4.444441E-01 5.555562E-01 3.000000E+00 3.000000E+00 0.000000E+00 3.333335E-01
